TimeStamp,Humidity,SquareFootage,Occupancy,RenewableEnergy,EnergyConsumption
2021-01-03 06:30:00,85.938349476,1575.696743,7.8,12.769588978,74.695805304
2021-01-03 07:30:00,83.1900568575,1554.82140475,7.5,13.31350348,74.2925363575
2021-01-03 08:30:00,80.441764239,1533.9460665000001,7.2,13.857417982000001,73.889267411
2021-01-03 09:30:00,77.69347162049999,1513.07072825,6.9,14.401332484000001,73.4859984645
2021-01-03 10:30:00,74.945179002,1492.19539,6.6,14.945246986,73.08272951800001
2021-01-03 11:30:00,72.1968863835,1471.32005175,6.300000000000001,15.489161488,72.6794605715
2021-01-03 12:30:00,69.448593765,1450.4447135,6.0,16.03307599,72.276191625
2021-01-03 13:30:00,66.7003011465,1429.5693752500001,5.7,16.576990492,71.8729226785
2021-01-03 14:30:00,63.95200852799999,1408.694037,5.4,17.120904994,71.469653732
2021-01-03 15:30:00,61.2037159095,1387.81869875,5.1,17.664819496,71.0663847855
2021-01-03 16:30:00,58.455423290999995,1366.9433605,4.8,18.208733998,70.663115839
2021-01-03 17:30:00,55.7071306725,1346.06802225,4.5,18.7526485,70.25984689250001
2021-01-03 18:30:00,52.958838054,1325.192684,4.2,19.296563002,69.856577946
2021-01-03 19:30:00,50.210545435499995,1304.31734575,3.9000000000000004,19.840477504,69.45330899950001
2021-01-03 20:30:00,47.462252817,1283.4420075,3.6000000000000005,20.384392006,69.050040053
2021-01-03 21:30:00,44.7139601985,1262.56666925,3.3,20.928306508,68.64677110650001
2021-01-03 22:30:00,41.96566758,1241.691331,3.0,21.47222101,68.24350216
2021-01-03 23:30:00,42.69388608052632,1242.7086521447368,3.039473684210526,21.578635475526315,68.30069591078949
2021-01-04 00:30:00,43.422104581052636,1243.7259732894736,3.0789473684210527,21.68504994105263,68.35788966157895
2021-01-04 01:30:00,44.15032308157895,1244.7432944342106,3.1184210526315788,21.791464406578946,68.41508341236843
2021-01-04 02:30:00,44.878541582105264,1245.7606155789474,3.1578947368421053,21.897878872105263,68.4722771631579
2021-01-04 03:30:00,45.60676008263158,1246.7779367236842,3.1973684210526314,22.004293337631577,68.52947091394738
2021-01-04 04:30:00,46.3349785831579,1247.795257868421,3.236842105263158,22.110707803157894,68.58666466473684
2021-01-04 05:30:00,47.063197083684216,1248.8125790131578,3.276315789473684,22.217122268684207,68.64385841552632
2021-01-04 06:30:00,47.791415584210526,1249.8299001578948,3.3157894736842106,22.323536734210524,68.70105216631579
2021-01-04 07:30:00,48.51963408473684,1250.8472213026316,3.3552631578947367,22.42995119973684,68.75824591710527
2021-01-04 08:30:00,49.24785258526316,1251.8645424473684,3.3947368421052633,22.536365665263155,68.81543966789474
2021-01-04 09:30:00,49.97607108578948,1252.8818635921052,3.4342105263157894,22.642780130789472,68.87263341868422
2021-01-04 10:30:00,50.704289586315795,1253.899184736842,3.473684210526316,22.74919459631579,68.92982716947368
2021-01-04 11:30:00,51.432508086842105,1254.916505881579,3.513157894736842,22.855609061842102,68.98702092026316
2021-01-04 12:30:00,52.16072658736842,1255.9338270263158,3.552631578947368,22.96202352736842,69.04421467105264
2021-01-04 13:30:00,52.88894508789474,1256.9511481710526,3.5921052631578947,23.068437992894737,69.10140842184211
2021-01-04 14:30:00,53.61716358842106,1257.9684693157894,3.6315789473684212,23.17485245842105,69.15860217263159
2021-01-04 15:30:00,54.345382088947375,1258.9857904605262,3.6710526315789473,23.281266923947367,69.21579592342106
2021-01-04 16:30:00,55.073600589473685,1260.0031116052633,3.7105263157894735,23.387681389473684,69.27298967421054
2021-01-04 17:30:00,55.80181909,1261.02043275,3.75,23.494095854999998,69.330183425
2021-01-04 18:30:00,56.53003759052632,1262.0377538947369,3.7894736842105265,23.600510320526315,69.38737717578948
2021-01-04 19:30:00,57.25825609105264,1263.0550750394736,3.8289473684210527,23.70692478605263,69.44457092657895
2021-01-04 20:30:00,57.986474591578954,1264.0723961842104,3.8684210526315788,23.813339251578945,69.50176467736843
2021-01-04 21:30:00,58.714693092105264,1265.0897173289475,3.9078947368421053,23.919753717105262,69.5589584281579
2021-01-04 22:30:00,59.44291159263158,1266.1070384736843,3.9473684210526314,24.02616818263158,69.61615217894737
2021-01-04 23:30:00,60.1711300931579,1267.124359618421,3.986842105263158,24.132582648157893,69.67334592973684
2021-01-05 00:30:00,60.89934859368421,1268.1416807631579,4.026315789473684,24.23899711368421,69.73053968052632
2021-01-05 01:30:00,61.627567094210534,1269.1590019078947,4.065789473684211,24.345411579210523,69.7877334313158
2021-01-05 02:30:00,62.355785594736844,1270.1763230526317,4.105263157894736,24.45182604473684,69.84492718210527
2021-01-05 03:30:00,63.08400409526316,1271.1936441973685,4.144736842105263,24.558240510263158,69.90212093289475
2021-01-05 04:30:00,63.81222259578948,1272.2109653421053,4.184210526315789,24.66465497578947,69.95931468368421
2021-01-05 05:30:00,64.54044109631579,1273.228286486842,4.223684210526316,24.771069441315788,70.01650843447369
2021-01-05 06:30:00,65.26865959684211,1274.2456076315789,4.2631578947368425,24.877483906842105,70.07370218526316
2021-01-05 07:30:00,65.99687809736842,1275.2629287763157,4.302631578947368,24.98389837236842,70.13089593605264
2021-01-05 08:30:00,66.72509659789475,1276.2802499210527,4.342105263157895,25.090312837894736,70.1880896868421
2021-01-05 09:30:00,67.45331509842106,1277.2975710657895,4.381578947368421,25.19672730342105,70.24528343763158
2021-01-05 10:30:00,68.18153359894737,1278.3148922105263,4.421052631578947,25.303141768947366,70.30247718842105
2021-01-05 11:30:00,68.90975209947369,1279.332213355263,4.4605263157894735,25.409556234473683,70.35967093921053
2021-01-05 12:30:00,69.6379706,1280.3495345000001,4.5,25.515970699999997,70.41686469000001
2021-01-05 13:30:00,70.36618910052633,1281.366855644737,4.5394736842105265,25.622385165526314,70.47405844078948
2021-01-05 14:30:00,71.09440760105264,1282.3841767894737,4.578947368421053,25.72879963105263,70.53125219157896
2021-01-05 15:30:00,71.82262610157895,1283.4014979342105,4.618421052631579,25.835214096578945,70.58844594236842
2021-01-05 16:30:00,72.55084460210527,1284.4188190789473,4.657894736842105,25.94162856210526,70.6456396931579
2021-01-05 17:30:00,73.27906310263158,1285.436140223684,4.697368421052632,26.04804302763158,70.70283344394737
2021-01-05 18:30:00,74.0072816031579,1286.4534613684211,4.7368421052631575,26.154457493157892,70.76002719473685
2021-01-05 19:30:00,74.73550010368422,1287.470782513158,4.776315789473684,26.26087195868421,70.81722094552632
2021-01-05 20:30:00,75.46371860421053,1288.4881036578947,4.815789473684211,26.367286424210526,70.8744146963158
2021-01-05 21:30:00,76.19193710473684,1289.5054248026315,4.855263157894736,26.47370088973684,70.93160844710526
2021-01-05 22:30:00,76.92015560526316,1290.5227459473683,4.894736842105263,26.580115355263157,70.98880219789474
2021-01-05 23:30:00,77.64837410578949,1291.5400670921053,4.934210526315789,26.686529820789474,71.04599594868421
2021-01-06 00:30:00,78.3765926063158,1292.5573882368421,4.973684210526316,26.792944286315787,71.10318969947369
2021-01-06 01:30:00,79.1048111068421,1293.574709381579,5.0131578947368425,26.899358751842104,71.16038345026317
2021-01-06 02:30:00,79.83302960736842,1294.5920305263157,5.052631578947368,27.00577321736842,71.21757720105263
2021-01-06 03:30:00,80.56124810789474,1295.6093516710525,5.092105263157895,27.112187682894735,71.27477095184211
2021-01-06 04:30:00,81.28946660842107,1296.6266728157896,5.131578947368421,27.218602148421052,71.33196470263158
2021-01-06 05:30:00,82.01768510894738,1297.6439939605264,5.171052631578947,27.32501661394737,71.38915845342106
2021-01-06 06:30:00,82.74590360947369,1298.6613151052632,5.2105263157894735,27.431431079473683,71.44635220421053
2021-01-06 07:30:00,83.47412211,1299.67863625,5.25,27.537845545,71.503545955
2021-01-06 08:30:00,84.20234061052632,1300.6959573947368,5.289473684210526,27.644260010526317,71.56073970578947
2021-01-06 09:30:00,84.93055911105264,1301.7132785394738,5.328947368421053,27.75067447605263,71.61793345657895
2021-01-06 10:30:00,85.65877761157896,1302.7305996842106,5.368421052631579,27.857088941578947,71.67512720736842
2021-01-06 11:30:00,86.38699611210527,1303.7479208289474,5.407894736842105,27.96350340710526,71.7323209581579
2021-01-06 12:30:00,87.11521461263158,1304.7652419736842,5.447368421052632,28.069917872631578,71.78951470894737
2021-01-06 13:30:00,87.8434331131579,1305.782563118421,5.4868421052631575,28.17633233815789,71.84670845973685
2021-01-06 14:30:00,88.57165161368422,1306.799884263158,5.526315789473684,28.28274680368421,71.90390221052633
2021-01-06 15:30:00,89.29987011421053,1307.8172054078948,5.565789473684211,28.389161269210526,71.96109596131579
2021-01-06 16:30:00,90.02808861473684,1308.8345265526316,5.605263157894736,28.49557573473684,72.01828971210527
2021-01-06 17:30:00,90.75630711526316,1309.8518476973684,5.644736842105263,28.601990200263156,72.07548346289474
2021-01-06 18:30:00,91.48452561578948,1310.8691688421052,5.684210526315789,28.708404665789473,72.13267721368422
2021-01-06 19:30:00,92.2127441163158,1311.8864899868422,5.723684210526315,28.814819131315787,72.18987096447368
2021-01-06 20:30:00,92.94096261684211,1312.903811131579,5.7631578947368425,28.921233596842104,72.24706471526316
2021-01-06 21:30:00,93.66918111736842,1313.9211322763158,5.802631578947368,29.02764806236842,72.30425846605263
2021-01-06 22:30:00,94.39739961789473,1314.9384534210526,5.842105263157895,29.134062527894734,72.36145221684211
2021-01-06 23:30:00,95.12561811842106,1315.9557745657894,5.881578947368421,29.24047699342105,72.41864596763158
2021-01-07 00:30:00,95.85383661894738,1316.9730957105264,5.921052631578947,29.34689145894737,72.47583971842106
2021-01-07 01:30:00,96.5820551194737,1317.9904168552632,5.9605263157894735,29.453305924473682,72.53303346921052
2021-01-07 02:30:00,97.31027362,1319.007738,6.0,29.55972039,72.59022722
2021-01-07 03:30:00,96.88652579885417,1325.3817130625,6.010416666666667,29.291098668822915,72.74287923416667
2021-01-07 04:30:00,96.46277797770834,1331.755688125,6.020833333333333,29.02247694764583,72.89553124833334
2021-01-07 05:30:00,96.0390301565625,1338.1296631875,6.03125,28.753855226468747,73.0481832625
2021-01-07 06:30:00,95.61528233541667,1344.50363825,6.041666666666667,28.485233505291667,73.20083527666667
2021-01-07 07:30:00,95.19153451427084,1350.8776133125,6.052083333333333,28.216611784114583,73.35348729083334
2021-01-07 08:30:00,94.767786693125,1357.251588375,6.0625,27.9479900629375,73.506139305
2021-01-07 09:30:00,94.34403887197917,1363.6255634375,6.072916666666667,27.679368341760416,73.65879131916667
2021-01-07 10:30:00,93.92029105083334,1369.9995385,6.083333333333333,27.410746620583332,73.81144333333333
2021-01-07 11:30:00,93.4965432296875,1376.3735135625,6.09375,27.142124899406248,73.9640953475
2021-01-07 12:30:00,93.07279540854167,1382.747488625,6.104166666666667,26.873503178229164,74.11674736166667
2021-01-07 13:30:00,92.64904758739584,1389.1214636875,6.114583333333333,26.60488145705208,74.26939937583333
2021-01-07 14:30:00,92.22529976625,1395.49543875,6.125,26.336259735875,74.42205139000001
2021-01-07 15:30:00,91.80155194510417,1401.8694138125,6.135416666666667,26.067638014697916,74.57470340416667
2021-01-07 16:30:00,91.37780412395834,1408.243388875,6.145833333333333,25.799016293520832,74.72735541833333
2021-01-07 17:30:00,90.9540563028125,1414.6173639375,6.15625,25.53039457234375,74.88000743250001
2021-01-07 18:30:00,90.53030848166667,1420.991339,6.166666666666667,25.261772851166665,75.03265944666667
2021-01-07 19:30:00,90.10656066052084,1427.3653140625,6.177083333333333,24.993151129989585,75.18531146083333
2021-01-07 20:30:00,89.682812839375,1433.739289125,6.1875,24.7245294088125,75.337963475
2021-01-07 21:30:00,89.25906501822917,1440.1132641875,6.197916666666667,24.455907687635417,75.49061548916667
2021-01-07 22:30:00,88.83531719708334,1446.48723925,6.208333333333333,24.187285966458333,75.64326750333333
2021-01-07 23:30:00,88.4115693759375,1452.8612143125,6.21875,23.91866424528125,75.7959195175
2021-01-08 00:30:00,87.98782155479167,1459.235189375,6.229166666666667,23.650042524104165,75.94857153166667
2021-01-08 01:30:00,87.56407373364584,1465.6091644375,6.239583333333333,23.38142080292708,76.10122354583334
2021-01-08 02:30:00,87.1403259125,1471.9831395,6.25,23.112799081749998,76.25387556
2021-01-08 03:30:00,86.71657809135417,1478.3571145625,6.260416666666667,22.844177360572914,76.40652757416667
2021-01-08 04:30:00,86.29283027020834,1484.731089625,6.270833333333333,22.575555639395834,76.55917958833334
2021-01-08 05:30:00,85.8690824490625,1491.1050646875,6.28125,22.30693391821875,76.7118316025
2021-01-08 06:30:00,85.44533462791667,1497.47903975,6.291666666666667,22.038312197041666,76.86448361666666
2021-01-08 07:30:00,85.02158680677084,1503.8530148125,6.302083333333333,21.769690475864582,77.01713563083334
2021-01-08 08:30:00,84.597838985625,1510.226989875,6.3125,21.5010687546875,77.169787645
2021-01-08 09:30:00,84.17409116447917,1516.6009649375,6.322916666666667,21.232447033510418,77.32243965916666
2021-01-08 10:30:00,83.75034334333334,1522.97494,6.333333333333333,20.963825312333334,77.47509167333334
2021-01-08 11:30:00,83.3265955221875,1529.3489150625,6.34375,20.69520359115625,77.6277436875
2021-01-08 12:30:00,82.90284770104167,1535.722890125,6.354166666666667,20.426581869979167,77.78039570166666
2021-01-08 13:30:00,82.47909987989584,1542.0968651875,6.364583333333333,20.157960148802083,77.93304771583334
2021-01-08 14:30:00,82.05535205875,1548.47084025,6.375,19.889338427625,78.08569973
2021-01-08 15:30:00,81.63160423760417,1554.8448153125,6.385416666666667,19.620716706447915,78.23835174416666
2021-01-08 16:30:00,81.20785641645833,1561.218790375,6.395833333333333,19.35209498527083,78.39100375833334
2021-01-08 17:30:00,80.7841085953125,1567.5927654375,6.40625,19.083473264093747,78.5436557725
2021-01-08 18:30:00,80.36036077416667,1573.9667405,6.416666666666667,18.814851542916664,78.69630778666667
2021-01-08 19:30:00,79.93661295302084,1580.3407155625,6.427083333333333,18.546229821739583,78.84895980083333
2021-01-08 20:30:00,79.512865131875,1586.714690625,6.4375,18.2776081005625,79.001611815
2021-01-08 21:30:00,79.08911731072916,1593.0886656875,6.447916666666667,18.008986379385416,79.15426382916667
2021-01-08 22:30:00,78.66536948958333,1599.46264075,6.458333333333333,17.740364658208332,79.30691584333333
2021-01-08 23:30:00,78.2416216684375,1605.8366158125,6.46875,17.47174293703125,79.4595678575
2021-01-09 00:30:00,77.81787384729166,1612.210590875,6.479166666666667,17.203121215854168,79.61221987166667
2021-01-09 01:30:00,77.39412602614584,1618.5845659375,6.489583333333333,16.934499494677084,79.76487188583333
2021-01-09 02:30:00,76.970378205,1624.958541,6.5,16.6658777735,79.91752389999999
2021-01-09 03:30:00,76.54663038385416,1631.3325160625,6.510416666666667,16.397256052322916,80.07017591416667
2021-01-09 04:30:00,76.12288256270833,1637.706491125,6.520833333333333,16.128634331145832,80.22282792833333
2021-01-09 05:30:00,75.6991347415625,1644.0804661875,6.53125,15.860012609968749,80.3754799425
2021-01-09 06:30:00,75.27538692041666,1650.45444125,6.541666666666667,15.591390888791667,80.52813195666667
2021-01-09 07:30:00,74.85163909927084,1656.8284163125,6.552083333333333,15.322769167614583,80.68078397083333
2021-01-09 08:30:00,74.427891278125,1663.202391375,6.5625,15.054147446437499,80.833435985
2021-01-09 09:30:00,74.00414345697916,1669.5763664375,6.572916666666667,14.785525725260415,80.98608799916667
2021-01-09 10:30:00,73.58039563583333,1675.9503415,6.583333333333333,14.516904004083333,81.13874001333333
2021-01-09 11:30:00,73.1566478146875,1682.3243165625,6.59375,14.24828228290625,81.2913920275
2021-01-09 12:30:00,72.73289999354166,1688.698291625,6.604166666666667,13.979660561729165,81.44404404166667
2021-01-09 13:30:00,72.30915217239584,1695.0722666875,6.614583333333333,13.711038840552083,81.59669605583333
2021-01-09 14:30:00,71.88540435125,1701.44624175,6.625,13.442417119374998,81.74934807
2021-01-09 15:30:00,71.46165653010416,1707.8202168125,6.635416666666667,13.173795398197917,81.90200008416667
2021-01-09 16:30:00,71.03790870895833,1714.194191875,6.645833333333333,12.905173677020834,82.05465209833334
2021-01-09 17:30:00,70.6141608878125,1720.5681669374999,6.65625,12.63655195584375,82.2073041125
2021-01-09 18:30:00,70.19041306666666,1726.9421419999999,6.666666666666667,12.367930234666666,82.35995612666666
2021-01-09 19:30:00,69.76666524552084,1733.3161170624999,6.677083333333333,12.099308513489582,82.51260814083334
2021-01-09 20:30:00,69.342917424375,1739.6900921249999,6.6875,11.830686792312498,82.665260155
2021-01-09 21:30:00,68.91916960322916,1746.0640671874999,6.697916666666667,11.562065071135414,82.81791216916666
2021-01-09 22:30:00,68.49542178208333,1752.4380422499999,6.708333333333333,11.293443349958334,82.97056418333334
2021-01-09 23:30:00,68.0716739609375,1758.8120173124998,6.71875,11.02482162878125,83.1232161975
2021-01-10 00:30:00,67.64792613979166,1765.1859923749998,6.729166666666667,10.756199907604167,83.27586821166666
2021-01-10 01:30:00,67.22417831864584,1771.5599674374998,6.739583333333333,10.487578186427083,83.42852022583332
2021-01-10 02:30:00,66.8004304975,1777.9339424999998,6.75,10.218956465249999,83.58117224
2021-01-10 03:30:00,66.37668267635416,1784.3079175624998,6.760416666666667,9.950334744072915,83.73382425416666
2021-01-10 04:30:00,65.95293485520833,1790.6818926249998,6.770833333333333,9.681713022895831,83.88647626833333
2021-01-10 05:30:00,65.5291870340625,1797.0558676874998,6.78125,9.413091301718751,84.0391282825
2021-01-10 06:30:00,65.10543921291666,1803.4298427499998,6.791666666666667,9.144469580541667,84.19178029666666
2021-01-10 07:30:00,64.68169139177084,1809.8038178124998,6.802083333333333,8.875847859364583,84.34443231083333
2021-01-10 08:30:00,64.257943570625,1816.1777928749998,6.8125,8.6072261381875,84.497084325
2021-01-10 09:30:00,63.834195749479164,1822.5517679374998,6.822916666666667,8.338604417010416,84.64973633916667
2021-01-10 10:30:00,63.41044792833333,1828.9257429999998,6.833333333333333,8.069982695833332,84.80238835333333
2021-01-10 11:30:00,62.9867001071875,1835.2997180624998,6.84375,7.801360974656248,84.9550403675
2021-01-10 12:30:00,62.562952286041664,1841.6736931249998,6.854166666666667,7.532739253479168,85.10769238166667
2021-01-10 13:30:00,62.13920446489583,1848.0476681874998,6.864583333333333,7.264117532302084,85.26034439583333
2021-01-10 14:30:00,61.71545664375,1854.4216432499998,6.875,6.995495811125,85.41299640999999
2021-01-10 15:30:00,61.291708822604164,1860.7956183124998,6.885416666666667,6.726874089947916,85.56564842416667
2021-01-10 16:30:00,60.86796100145833,1867.1695933749997,6.895833333333333,6.458252368770832,85.71830043833333
2021-01-10 17:30:00,60.4442131803125,1873.5435684374997,6.90625,6.189630647593749,85.87095245249999
2021-01-10 18:30:00,60.020465359166664,1879.9175434999997,6.916666666666667,5.921008926416665,86.02360446666667
2021-01-10 19:30:00,59.59671753802083,1886.2915185624997,6.927083333333333,5.6523872052395845,86.17625648083333
2021-01-10 20:30:00,59.172969716875,1892.665493625,6.9375,5.383765484062501,86.328908495
2021-01-10 21:30:00,58.749221895729164,1899.0394686875,6.947916666666667,5.115143762885417,86.48156050916666
2021-01-10 22:30:00,58.32547407458333,1905.41344375,6.958333333333333,4.846522041708333,86.63421252333333
2021-01-10 23:30:00,57.9017262534375,1911.7874188125,6.96875,4.577900320531249,86.7868645375
2021-01-11 00:30:00,57.477978432291664,1918.161393875,6.979166666666667,4.309278599354165,86.93951655166666
2021-01-11 01:30:00,57.05423061114583,1924.5353689375,6.989583333333333,4.0406568781770815,87.09216856583333
2021-01-11 02:30:00,56.63048279,1930.909344,7.0,3.772035157,87.24482058
2021-01-11 03:30:00,56.559820300762716,1929.0763430254237,7.0,3.794659357182203,87.25493794203389
2021-01-11 04:30:00,56.48915781152542,1927.2433420508473,7.0,3.817283557364407,87.26505530406779
2021-01-11 05:30:00,56.41849532228814,1925.4103410762712,7.0,3.83990775754661,87.2751726661017
2021-01-11 06:30:00,56.34783283305085,1923.5773401016947,7.0,3.8625319577288133,87.28529002813559
2021-01-11 07:30:00,56.27717034381356,1921.7443391271186,7.0,3.885156157911017,87.29540739016949
2021-01-11 08:30:00,56.20650785457627,1919.9113381525424,7.0,3.90778035809322,87.30552475220338
2021-01-11 09:30:00,56.13584536533899,1918.078337177966,7.0,3.9304045582754235,87.31564211423728
2021-01-11 10:30:00,56.065182876101694,1916.2453362033898,7.0,3.953028758457627,87.32575947627119
2021-01-11 11:30:00,55.99452038686441,1914.4123352288134,7.0,3.9756529586398304,87.33587683830508
2021-01-11 12:30:00,55.92385789762712,1912.5793342542372,7.0,3.998277158822034,87.34599420033898
2021-01-11 13:30:00,55.85319540838983,1910.746333279661,7.0,4.020901359004237,87.35611156237287
2021-01-11 14:30:00,55.782532919152544,1908.9133323050846,7.0,4.043525559186441,87.36622892440677
2021-01-11 15:30:00,55.71187042991526,1907.0803313305084,7.0,4.066149759368644,87.37634628644068
2021-01-11 16:30:00,55.641207940677965,1905.247330355932,7.0,4.088773959550847,87.38646364847457
2021-01-11 17:30:00,55.57054545144068,1903.4143293813559,7.0,4.111398159733051,87.39658101050847
2021-01-11 18:30:00,55.499882962203394,1901.5813284067797,7.0,4.134022359915254,87.40669837254237
2021-01-11 19:30:00,55.4292204729661,1899.7483274322033,7.0,4.156646560097458,87.41681573457626
2021-01-11 20:30:00,55.358557983728815,1897.915326457627,7.0,4.179270760279661,87.42693309661017
2021-01-11 21:30:00,55.28789549449153,1896.0823254830507,7.0,4.201894960461864,87.43705045864407
2021-01-11 22:30:00,55.217233005254236,1894.2493245084745,7.0,4.224519160644068,87.44716782067796
2021-01-11 23:30:00,55.14657051601695,1892.4163235338983,7.0,4.247143360826271,87.45728518271186
2021-01-12 00:30:00,55.075908026779665,1890.583322559322,7.0,4.269767561008474,87.46740254474575
2021-01-12 01:30:00,55.00524553754237,1888.7503215847457,7.0,4.292391761190678,87.47751990677966
2021-01-12 02:30:00,54.934583048305086,1886.9173206101693,7.0,4.315015961372882,87.48763726881356
2021-01-12 03:30:00,54.8639205590678,1885.0843196355931,7.0,4.337640161555084,87.49775463084745
2021-01-12 04:30:00,54.79325806983051,1883.251318661017,7.0,4.360264361737288,87.50787199288135
2021-01-12 05:30:00,54.72259558059322,1881.4183176864406,7.0,4.382888561919492,87.51798935491524
2021-01-12 06:30:00,54.651933091355936,1879.5853167118644,7.0,4.405512762101695,87.52810671694915
2021-01-12 07:30:00,54.58127060211864,1877.752315737288,7.0,4.428136962283898,87.53822407898305
2021-01-12 08:30:00,54.51060811288136,1875.9193147627118,7.0,4.450761162466102,87.54834144101694
2021-01-12 09:30:00,54.43994562364407,1874.0863137881356,7.0,4.4733853626483056,87.55845880305084
2021-01-12 10:30:00,54.36928313440678,1872.2533128135592,7.0,4.496009562830508,87.56857616508475
2021-01-12 11:30:00,54.29862064516949,1870.420311838983,7.0,4.518633763012712,87.57869352711865
2021-01-12 12:30:00,54.22795815593221,1868.5873108644066,7.0,4.541257963194916,87.58881088915254
2021-01-12 13:30:00,54.157295666694914,1866.7543098898304,7.0,4.5638821633771185,87.59892825118644
2021-01-12 14:30:00,54.08663317745763,1864.9213089152543,7.0,4.586506363559322,87.60904561322033
2021-01-12 15:30:00,54.01597068822034,1863.0883079406779,7.0,4.609130563741526,87.61916297525424
2021-01-12 16:30:00,53.94530819898305,1861.2553069661017,7.0,4.631754763923729,87.62928033728814
2021-01-12 17:30:00,53.874645709745764,1859.4223059915253,7.0,4.654378964105932,87.63939769932203
2021-01-12 18:30:00,53.80398322050848,1857.589305016949,7.0,4.677003164288136,87.64951506135593
2021-01-12 19:30:00,53.733320731271185,1855.756304042373,7.0,4.699627364470339,87.65963242338982
2021-01-12 20:30:00,53.6626582420339,1853.9233030677965,7.0,4.7222515646525425,87.66974978542373
2021-01-12 21:30:00,53.59199575279661,1852.0903020932203,7.0,4.744875764834746,87.67986714745763
2021-01-12 22:30:00,53.52133326355933,1850.2573011186441,7.0,4.767499965016949,87.68998450949152
2021-01-12 23:30:00,53.450670774322035,1848.4243001440677,7.0,4.790124165199153,87.70010187152542
2021-01-13 00:30:00,53.38000828508475,1846.5912991694915,7.0,4.812748365381356,87.71021923355931
2021-01-13 01:30:00,53.30934579584746,1844.7582981949151,7.0,4.83537256556356,87.72033659559322
2021-01-13 02:30:00,53.23868330661017,1842.925297220339,7.0,4.857996765745763,87.73045395762712
2021-01-13 03:30:00,53.168020817372884,1841.0922962457626,7.0,4.8806209659279665,87.74057131966102
2021-01-13 04:30:00,53.0973583281356,1839.2592952711864,7.0,4.903245166110169,87.75068868169491
2021-01-13 05:30:00,53.026695838898306,1837.4262942966102,7.0,4.925869366292373,87.7608060437288
2021-01-13 06:30:00,52.95603334966102,1835.5932933220338,7.0,4.948493566474577,87.77092340576272
2021-01-13 07:30:00,52.885370860423734,1833.7602923474576,7.0,4.97111776665678,87.78104076779661
2021-01-13 08:30:00,52.81470837118644,1831.9272913728814,7.0,4.993741966838983,87.7911581298305
2021-01-13 09:30:00,52.744045881949155,1830.094290398305,7.0,5.016366167021187,87.8012754918644
2021-01-13 10:30:00,52.67338339271187,1828.2612894237288,7.0,5.0389903672033896,87.8113928538983
